Date,Open,High,Low,Close,Volume,Turnover
17-08-2016,10200,10250,10134.25,10208.8,39552,4.03572E+13
18-08-2016,10234.35,10293.45,10069,10134.55,61883,6.30766E+13
19-08-2016,10200,10240,10125.1,10183.1,40676,4.14164E+13
22-08-2016,10167.9,10232,10121.1,10166.15,49427,5.03281E+13
23-08-2016,10239.5,10239.5,9915,10040.65,66954,6.70959E+13
24-08-2016,10129,10149,10026.5,10053.6,43754,4.40543E+13
25-08-2016,10060,10342,10026.05,10289.65,125453,1.28095E+14
26-08-2016,10355.55,10620,10347.45,10480.9,91624,9.63813E+13
29-08-2016,10578,10807.65,10418.15,10743.6,106460,1.13519E+14
30-08-2016,10872,10940,10705.55,10777.4,139423,1.50862E+14
31-08-2016,11000,11162.95,10811.05,11011.1,191009,2.09527E+14
01-09-2016,11030.5,11260,11000,11160.85,129191,1.43952E+14
02-09-2016,11229,11280,11079,11139.8,100160,1.11992E+14
06-09-2016,11201,11299,11176.1,11265.85,75534,8.49248E+13
07-09-2016,11295,11740,11294,11393.3,251934,2.89491E+14
08-09-2016,1153.9,1173.6,1080,1162.8,1604933,1.83141E+14
09-09-2016,1171,1183.9,1144.55,1153.55,758416,8.80379E+13
12-09-2016,1124.8,1133.85,1050,1094.4,1034612,1.14134E+14
14-09-2016,1103,1108,1068,1101.05,1049761,1.13978E+14
15-09-2016,1108.9,1113,1085,1099,661551,7.25584E+13
16-09-2016,1109,1117.1,1080.7,1087.85,803966,8.83778E+13
19-09-2016,1096.5,1096.5,1072.2,1075.9,824883,8.91532E+13
20-09-2016,1050.05,1088.95,1050.05,1075.05,597126,6.43249E+13
21-09-2016,1084.9,1084.9,1066.05,1070.25,722885,7.76453E+13
22-09-2016,1083.25,1132.2,1070.75,1127.95,1363628,1.51101E+14
23-09-2016,1138.4,1144.5,1118.3,1126.5,1160432,1.31488E+14
26-09-2016,1118,1139.85,1115.55,1122.8,648551,7.31428E+13
27-09-2016,1130,1130,1091.85,1098.6,905372,1.00706E+14
28-09-2016,1105,1113.9,1092.05,1106.1,875357,9.67574E+13
29-09-2016,1120,1123,1011.2,1037.15,1550065,1.65261E+14
30-09-2016,1039.95,1066.05,1020.55,1055.9,1151711,1.19894E+14
03-10-2016,1069,1090,1068.3,1086.7,881426,9.54366E+13
04-10-2016,1092,1096.35,1072,1083.75,490022,5.31404E+13
05-10-2016,1090,1093.85,1068.3,1074.25,729161,7.84546E+13
06-10-2016,1076.05,1105,1066,1077.25,1182671,1.28685E+14
07-10-2016,1086.7,1090,1076,1082.5,606885,6.5675E+13
10-10-2016,1085.15,1092.65,1072.5,1073.95,382402,4.12366E+13
13-10-2016,1085,1085,1040.2,1053.95,969024,1.02246E+14
14-10-2016,1061.8,1069.8,1040.1,1061.3,819460,8.63601E+13
17-10-2016,1064.7,1085,1051.05,1078.85,920879,9.81093E+13
18-10-2016,1089,1121,1085.1,1117.35,1356207,1.49995E+14
19-10-2016,1123.3,1129.95,1111.25,1118.85,648141,7.26363E+13
20-10-2016,1123.5,1135,1117.6,1121.4,535999,6.04205E+13
21-10-2016,1126,1139,1115.3,1134.3,466028,5.2562E+13
24-10-2016,1136.5,1142.15,1125.2,1128.95,399832,4.52307E+13
25-10-2016,1128,1145,1115.1,1141.7,417201,4.71232E+13
26-10-2016,1140,1163.3,1125.05,1148.4,971690,1.11679E+14
27-10-2016,1150.95,1162,1098,1104.8,2014635,2.26892E+14
28-10-2016,1105.1,1107,1052.7,1072.55,1452433,1.56696E+14
30-10-2016,1082.8,1083.3,1075,1080.4,92004,9.93352E+12
01-11-2016,1087,1089.95,1056.3,1060.8,903775,9.7112E+13
02-11-2016,1048,1050,1015.6,1019.85,1329886,1.36982E+14
03-11-2016,1029.8,1046.15,1015,1030.85,968028,1.00252E+14
04-11-2016,1035,1036.2,970.1,993.15,1666744,1.65602E+14
07-11-2016,1009.8,1028.4,985.2,990.4,1063258,1.07522E+14
08-11-2016,996.7,1001.9,972,983.7,960336,9.43911E+13
09-11-2016,920,934.5,836.15,929.15,3384855,3.03628E+14
10-11-2016,950,979.3,923.9,929.2,1753921,1.66354E+14
11-11-2016,920,920,850,858.1,2780607,2.42354E+14
15-11-2016,868.6,868.6,762.3,815.05,4368353,3.49783E+14
16-11-2016,827,942.7,803.55,899.8,7757348,6.9437E+14
17-11-2016,903.5,903.5,860,871.15,1929384,1.68713E+14
18-11-2016,872,901.45,865,878.4,1647276,1.45105E+14
21-11-2016,891.45,891.45,815.5,832.2,2076791,1.73596E+14
22-11-2016,850.05,863,830.25,858,1434086,1.21633E+14
23-11-2016,871,871.45,844.5,850.25,1161595,9.90333E+13
24-11-2016,847.5,850.85,816.15,820.7,1613090,1.34026E+14
25-11-2016,831,884,823.25,877.9,1623036,1.38783E+14
28-11-2016,876.2,899,857.8,879.25,1818863,1.60623E+14
29-11-2016,884.5,926.3,883.9,907.25,2546446,2.3258E+14
30-11-2016,910,927.85,909.05,919.8,1775315,1.63258E+14
01-12-2016,926,929.9,910,914.2,997475,9.15046E+13
02-12-2016,904,910,880,886.5,1818221,1.61675E+14
